location,gmm_cluster,cluster_label,cluster_category,feature,value
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.904026715066314
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,0.1819309180980829
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2188936763450289
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.2144343252495786
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.6042367534599479
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.187486416965
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Ethiopia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.115135468916761
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",case_rate_per_100k,1.4742149763782275
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",mortality_rate_per_100k,-0.9507198506685348
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",testing_rate_per_1k,0.0
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",vaccination_rate_pct,-0.0771346587725072
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",hospitalization_rate_per_100k,-0.0647081069505546
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",icu_rate_per_100k,-0.045597059625042
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",case_fatality_rate_pct,-0.7911906024887428
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",recent_case_growth,-0.2217199049194657
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",recent_death_growth,-0.0909244388084104
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",days_to_peak,0.8671514908873197
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",peak_case_rate_per_100k,5.029544487709457
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",recovery_speed,0.1963072185537492
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",days_to_50pct_vax,-0.0912657671231082
Falkland Islands,7,"High-Case, Low-Mortality Regions","High-Case, Low-Mortality Regions",vax_acceleration,-0.115135468916761
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,2.1911730572614214
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.549763825701489
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.7391668940590611
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.4592032623637315
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,2.123685128785224
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1948721868845336
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.4379875800901419
Faroe Islands,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,3.5984431810951825
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.6373443977945257
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.2267166941746523
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,0.0341728418622986
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,-0.7238466003546743
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.3824867007169552
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1930912514197241
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.7378550940075765
Fiji,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.2277274004026487
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,0.3234312035811241
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,0.6233210937283806
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.298866787831966
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.4592032623637315
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.2870665623679876
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.077912600459364
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,0.0492971300256892
Finland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,0.0415115957981119
France,3,High-Risk Regions,High-Risk Regions,case_rate_per_100k,1.8125015271222624
France,3,High-Risk Regions,High-Risk Regions,mortality_rate_per_100k,0.9346812406838092
France,3,High-Risk Regions,High-Risk Regions,testing_rate_per_1k,0.0
France,3,High-Risk Regions,High-Risk Regions,vaccination_rate_pct,-0.0771346587725072
France,3,High-Risk Regions,High-Risk Regions,hospitalization_rate_per_100k,-0.0647081069505546
France,3,High-Risk Regions,High-Risk Regions,icu_rate_per_100k,-0.045597059625042
France,3,High-Risk Regions,High-Risk Regions,case_fatality_rate_pct,-0.5136320726188102
France,3,High-Risk Regions,High-Risk Regions,recent_case_growth,-0.2217199049194657
France,3,High-Risk Regions,High-Risk Regions,recent_death_growth,-0.0909244388084104
France,3,High-Risk Regions,High-Risk Regions,days_to_peak,0.6223825537731668
France,3,High-Risk Regions,High-Risk Regions,peak_case_rate_per_100k,0.4301000521811884
France,3,High-Risk Regions,High-Risk Regions,recovery_speed,-2.317119685889992
France,3,High-Risk Regions,High-Risk Regions,days_to_50pct_vax,0.0305554104058495
France,3,High-Risk Regions,High-Risk Regions,vax_acceleration,0.0069392222382297
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,0.5740460118348555
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,0.0807060456110314
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.5199285194862272
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.336818793806655
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,0.4722360338380921
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.193032393431717
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
French Guiana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.115135468916761
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,0.2672620033793129
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,0.6634526856475892
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.2639477036013127
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2026428620420168
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,-0.560667308945239
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,0.1559175563165726
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1932612593570124
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,0.55532355976136
French Polynesia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,0.5614837632499348
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.9001806719315573
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.852974744642575
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.3881606876813677
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.2144343252495786
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.5752056162194152
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1955206852791482
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Gabon,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-1.360662799052188
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.9777919668236228
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.8461544030198754
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,1.1059063764147337
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,-0.7238466003546743
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.6006103072628366
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.196105445034224
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Gambia,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-1.3185507308813595
Georgia,3,High-Risk Regions,High-Risk Regions,case_rate_per_100k,1.4340524185228556
Georgia,3,High-Risk Regions,High-Risk Regions,mortality_rate_per_100k,2.533101516961109
Georgia,3,High-Risk Regions,High-Risk Regions,testing_rate_per_1k,0.0
Georgia,3,High-Risk Regions,High-Risk Regions,vaccination_rate_pct,-0.0771346587725072
Georgia,3,High-Risk Regions,High-Risk Regions,hospitalization_rate_per_100k,-0.0647081069505546
Georgia,3,High-Risk Regions,High-Risk Regions,icu_rate_per_100k,-0.045597059625042
Georgia,3,High-Risk Regions,High-Risk Regions,case_fatality_rate_pct,-0.1986000818404366
Georgia,3,High-Risk Regions,High-Risk Regions,recent_case_growth,-0.180739590590131
Georgia,3,High-Risk Regions,High-Risk Regions,recent_death_growth,-0.0909244388084104
Georgia,3,High-Risk Regions,High-Risk Regions,days_to_peak,0.4999980852160903
Georgia,3,High-Risk Regions,High-Risk Regions,peak_case_rate_per_100k,0.5734000306371728
Georgia,3,High-Risk Regions,High-Risk Regions,recovery_speed,0.1306884768504191
Georgia,3,High-Risk Regions,High-Risk Regions,days_to_50pct_vax,-0.0912657671231082
Georgia,3,High-Risk Regions,High-Risk Regions,vax_acceleration,0.4451444629744381
Germany,3,High-Risk Regions,High-Risk Regions,case_rate_per_100k,1.2547298318582112
Germany,3,High-Risk Regions,High-Risk Regions,mortality_rate_per_100k,0.6457076964840979
Germany,3,High-Risk Regions,High-Risk Regions,testing_rate_per_1k,0.0
Germany,3,High-Risk Regions,High-Risk Regions,vaccination_rate_pct,-0.0771346587725072
Germany,3,High-Risk Regions,High-Risk Regions,hospitalization_rate_per_100k,-0.0647081069505546
Germany,3,High-Risk Regions,High-Risk Regions,icu_rate_per_100k,-0.045597059625042
Germany,3,High-Risk Regions,High-Risk Regions,case_fatality_rate_pct,-0.4980508764350326
Germany,3,High-Risk Regions,High-Risk Regions,recent_case_growth,-0.2217199049194657
Germany,3,High-Risk Regions,High-Risk Regions,recent_death_growth,-0.0909244388084104
Germany,3,High-Risk Regions,High-Risk Regions,days_to_peak,1.1119204280014727
Germany,3,High-Risk Regions,High-Risk Regions,peak_case_rate_per_100k,-0.0543217200331438
Germany,3,High-Risk Regions,High-Risk Regions,recovery_speed,-2.0597812725648432
Germany,3,High-Risk Regions,High-Risk Regions,days_to_50pct_vax,-0.2505703838917453
Germany,3,High-Risk Regions,High-Risk Regions,vax_acceleration,0.1745115463663605
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.9754753517515192
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.9175007591658972
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.244037105900898
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2199535120604427
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.1736395023972197
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.6046696596839061
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1929227794955844
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Ghana,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.6676381879270007
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,2.0757206429434145
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,1.6795997200362056
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.4371008238939956
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.4184084395113727
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,0.3275727272215804
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1954577668711668
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-1.6843119348094793
Gibraltar,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,2.6242287399395785
Greece,3,High-Risk Regions,High-Risk Regions,case_rate_per_100k,1.6719211062072596
Greece,3,High-Risk Regions,High-Risk Regions,mortality_rate_per_100k,1.924659116901064
Greece,3,High-Risk Regions,High-Risk Regions,testing_rate_per_1k,0.0
Greece,3,High-Risk Regions,High-Risk Regions,vaccination_rate_pct,-0.0771346587725072
Greece,3,High-Risk Regions,High-Risk Regions,hospitalization_rate_per_100k,-0.0647081069505546
Greece,3,High-Risk Regions,High-Risk Regions,icu_rate_per_100k,-0.045597059625042
Greece,3,High-Risk Regions,High-Risk Regions,case_fatality_rate_pct,-0.3456266687325131
Greece,3,High-Risk Regions,High-Risk Regions,recent_case_growth,5.909076430177736
Greece,3,High-Risk Regions,High-Risk Regions,recent_death_growth,0.9969250869859988
Greece,3,High-Risk Regions,High-Risk Regions,days_to_peak,0.336818793806655
Greece,3,High-Risk Regions,High-Risk Regions,peak_case_rate_per_100k,0.0677497210363091
Greece,3,High-Risk Regions,High-Risk Regions,recovery_speed,-0.1584233692082983
Greece,3,High-Risk Regions,High-Risk Regions,days_to_50pct_vax,-0.1943452250322263
Greece,3,High-Risk Regions,High-Risk Regions,vax_acceleration,-0.9412357042513464
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,0.0359373355289988
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.66797857046832
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.6782277535148116
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.2552291481019374
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,0.9644039211212024
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1958039849291866
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.5223253183794204
Greenland,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,3.412692633763943
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.2327715347099588
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,0.4922172045804617
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.0129536483717869
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.2144343252495786
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,-0.1765620029713428
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1952042027901611
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Grenada,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.6446530751882065
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,1.5114355338863292
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,1.0115733586445153
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.467690804897323
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.336818793806655
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,0.6502581626906404
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.1831944609837155
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Guadeloupe,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.115135468916761
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,0.4883246722404578
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,0.9045457447244786
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_fatality_rate_pct,-0.2751699645053017
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_case_growth,-0.2217199049194657
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recent_death_growth,-0.0909244388084104
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_peak,0.4184084395113727
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,peak_case_rate_per_100k,0.3927222876675428
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,recovery_speed,0.194510615837089
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,days_to_50pct_vax,-0.0912657671231082
Guam,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vax_acceleration,-0.115135468916761
Guatemala,1,Healthcare-Strained Regions,Healthcare-Strained Regions,case_rate_per_100k,-0.6578400854618301
Guatemala,1,Healthcare-Strained Regions,Healthcare-Strained Regions,mortality_rate_per_100k,-0.0895318036990093
Guatemala,1,Healthcare-Strained Regions,Healthcare-Strained Regions,testing_rate_per_1k,0.0
Guatemala,1,Healthcare-Strained Regions,Healthcare-Strained Regions,vaccination_rate_pct,-0.0771346587725072
Guatemala,1,Healthcare-Strained Regions,Healthcare-Strained Regions,hospitalization_rate_per_100k,-0.0647081069505546
Guatemala,1,Healthcare-Strained Regions,Healthcare-Strained Regions,icu_rate_per_100k,-0.045597059625042
